         sn        zhel        zcmb      st     est     Mmax   eMmax      t0    EBVmw   eEBVmw        covMs       BV     eBV    covBV_M      ml       m      mu    host    dist   edist   caltype  
   SN2009al     0.02209   0.0232764    0.92   0.013   16.246   0.022    -3.4   0.0212   0.0021    5.282e-05    0.186   0.028   0.000484   10.66   10.72   10.77     N/A    -1.0    -1.0      none  
   SN2009cz   0.0211233   0.0219786   1.173   0.011     15.7   0.008    -5.9   0.0221   0.0022   -1.703e-06    0.017   0.011    6.4e-05   10.68   10.75   10.84     N/A    -1.0    -1.0      none  
   SN2009ds   0.0192467   0.0204662   1.121   0.015   15.482   0.009    -8.7   0.0332   0.0033    4.033e-06    0.107   0.013    8.1e-05   10.62   10.77   10.97     N/A    -1.0    -1.0      none  
   SN2009ig      0.0088   0.0080401   1.061   0.014   13.454   0.007    -1.7   0.0269   0.0027    2.053e-05    0.103   0.009    4.9e-05    10.0    10.0    10.0   N1015    32.5    0.08         c  
   SN2009le   0.0177733    0.017027   1.087   0.011   15.346   0.006   -10.1   0.0143   0.0014    9.491e-06    0.122   0.008    3.6e-05   10.66   10.84   11.31     N/A    -1.0    -1.0      none  
   SN2011by    0.002843    0.003405   0.967   0.003   12.855   0.007   -12.7   0.0119   0.0012    7.513e-06   -0.006   0.009    4.9e-05    10.0    10.0    10.0   N3972   31.59    0.07         c  
   SN2011fe    0.000803   0.0012072   0.972   0.002   10.007   0.007   -15.4   0.0077   0.0008    4.221e-06     0.01   0.008    4.9e-05    10.0    10.0    10.0    M101   29.14    0.04        ct  
   SN2011iv     0.00649   0.0061827   0.729   0.008   12.471   0.009    -6.2   0.0113   0.0011    2.096e-05    0.044   0.012    8.1e-05   10.78   11.04   11.45   N1404   31.42    0.05         t  
   SN2011iy   0.0042633   0.0053357   1.033   0.005   12.158    0.01    15.4   0.0529   0.0053   -4.239e-06    0.244   0.012     0.0001   10.21   10.39   10.83     N/A    -1.0    -1.0      none  
   SN2011jh   0.0077833   0.0089154   0.789   0.005   15.089   0.006    -8.5   0.0322   0.0032    1.191e-05    0.367   0.008    3.6e-05   10.02   10.09   10.16     N/A    -1.0    -1.0      none  
   SN2011jn   0.0474433   0.0485384   0.644    0.02   17.953   0.069     5.2   0.0593   0.0059    -5.09e-05    0.137   0.083   0.004761   11.23   11.35   11.78     N/A    -1.0    -1.0      none  
   SN2011jt     0.02778   0.0284695   0.955   0.027   16.646   0.068     5.6   0.0386   0.0039   -0.0001555    0.149   0.084   0.004624   10.25   10.39   10.52     N/A    -1.0    -1.0      none  
    SN2012E   0.0202367    0.019439   0.846   0.008   15.668   0.007    -1.5   0.0649   0.0065   -9.681e-07    0.011   0.009    4.9e-05   10.36   10.54   10.73     N/A    -1.0    -1.0      none  
    SN2012G      0.0258   0.0268487   1.158   0.006   15.977   0.005    -0.3   0.0205   0.0021   -1.045e-05   -0.043   0.006    2.5e-05    9.58    9.73    9.84     N/A    -1.0    -1.0      none  
    SN2012U   0.0197233   0.0193386   0.905   0.023   15.499   0.065     9.3   0.0227   0.0023   -7.773e-06   -0.018    0.08   0.004225   10.38   10.56   10.74     N/A    -1.0    -1.0      none  
   SN2012aq   0.0519633   0.0525508   0.996   0.018   17.572   0.051     6.7   0.0338   0.0034   -7.683e-06    0.004   0.063   0.002601    7.63    7.77    8.01     N/A    -1.0    -1.0      none  
   SN2012ar     0.02824    0.028536   0.809   0.006   16.498   0.005    -1.6   0.2024   0.0202   -1.547e-06    0.032   0.006    2.5e-05   10.84   10.94   11.02     N/A    -1.0    -1.0      none  
   SN2012bl   0.0186933   0.0181998   1.081   0.016   15.211   0.006    -4.2   0.0297    0.003    2.848e-06    0.044   0.008    3.6e-05    9.85   10.09   10.24     N/A    -1.0    -1.0      none  
   SN2012bo   0.0254133   0.0265314    1.16   0.007   16.176   0.004    -4.6   0.0447   0.0045   -4.443e-06    0.009   0.006    1.6e-05   10.15   10.32    10.4     N/A    -1.0    -1.0      none  
   SN2012cg    0.001458   0.0025798   1.024   0.008   12.002   0.008   -17.5   0.0179   0.0018    3.188e-05    0.075   0.009    6.4e-05    10.0    10.0    10.0   N4424    31.0    0.06        ct  
   SN2012fr   0.0054533   0.0051291   1.108   0.004   11.935   0.005   -12.7   0.0177   0.0018    1.719e-06    0.013   0.006    2.5e-05   11.06   11.25   11.32     N/A    -1.0    -1.0      none  
   SN2012gm     0.01478    0.013553   0.987   0.004   15.347   0.003    -7.5   0.0393   0.0039    4.644e-06    0.172   0.004      9e-06     9.9   10.01   10.08     N/A    -1.0    -1.0      none  
   SN2012hd   0.0119433   0.0111341   0.888   0.004   14.899   0.006   -12.3   0.0228   0.0023     8.42e-06    0.122   0.008    3.6e-05   10.38   10.44   10.54     N/A    -1.0    -1.0      none  
   SN2012hl   0.0329772   0.0318991   0.927   0.022   17.731   0.009    -1.6    0.053   0.0053    3.482e-05    0.343   0.011    8.1e-05    7.18    7.31    7.46     N/A    -1.0    -1.0      none  
   SN2012hr   0.0075567   0.0078716   0.973   0.001   13.623   0.003    -9.4   0.0389   0.0039    1.374e-06    0.009   0.004      9e-06   10.21   10.32   10.45     N/A    -1.0    -1.0      none  
   SN2012ht   0.0035567   0.0046846   0.868   0.003   13.003   0.007   -13.3   0.0252   0.0025    8.234e-06   -0.016    0.01    4.9e-05    10.0    10.0    10.0   N3347   31.91    0.04         c  
   SN2012id   0.0157367   0.0155401   0.824   0.033   15.264   0.064     2.9   0.4255   0.0426   -0.0002267    0.055   0.078   0.004096    9.85   10.01   10.16     N/A    -1.0    -1.0      none  
   SN2012ij     0.01099    0.012107   0.536   0.008    15.52   0.012    -4.2   0.0235   0.0024    2.708e-05    0.257   0.017   0.000144     9.8    9.94   10.11     N/A    -1.0    -1.0      none  
    SN2013E   0.0094067   0.0104565   1.131   0.004   13.768   0.003    -9.8   0.0843   0.0084   -5.178e-08    0.075   0.004      9e-06    9.83    9.96    9.99     N/A    -1.0    -1.0      none  
    SN2013H   0.0154767   0.0158792   1.048   0.005   15.638   0.004   -10.5   0.1134   0.0113     6.55e-06    0.186   0.005    1.6e-05   10.32    10.5    10.6     N/A    -1.0    -1.0      none  
    SN2013M     0.03493   0.0357427   0.943   0.004   16.617   0.008    -7.2   0.0719   0.0072     1.03e-05    0.023    0.01    6.4e-05   10.73    10.9   11.04     N/A    -1.0    -1.0      none  
    SN2013U   0.0344833   0.0356518   1.239   0.011   17.003   0.008    -4.0   0.0245   0.0025    9.518e-06    0.172    0.01    6.4e-05   10.15   10.27   10.31     N/A    -1.0    -1.0      none  
   SN2013aa   0.0039967   0.0046654   1.002   0.002   11.101   0.003    -4.8   0.1458   0.0146    2.244e-06   -0.068   0.004      9e-06    9.85    9.99   10.12     N/A    -1.0    -1.0      none  
   SN2013aj     0.00912   0.0100653     0.8   0.004   14.092   0.005    -4.8   0.0316   0.0032    5.342e-06    0.052   0.006    2.5e-05    9.82    9.99   10.38     N/A    -1.0    -1.0      none  
   SN2013as   0.0684526   0.0696439    1.01   0.022   18.323   0.054     4.8   0.0336   0.0034   -3.678e-05      0.0   0.067   0.002916    8.43    8.59    8.95     N/A    -1.0    -1.0      none  
   SN2013ay   0.0157167   0.0156526   0.494   0.019   16.296   0.068     7.5   0.0622   0.0062   -8.468e-05    0.531   0.082   0.004624   10.64   10.72   10.82     N/A    -1.0    -1.0      none  
   SN2013az   0.0372533    0.037464   0.768   0.025   17.237   0.052     2.3   0.0271   0.0027   -2.999e-05    0.089   0.064   0.002704   10.93   10.99   11.07     N/A    -1.0    -1.0      none  
   SN2013bc     0.02245    0.023528   0.481   0.023    18.19   0.054     0.9   0.0407   0.0041   -1.345e-05    0.735   0.067   0.002916   10.28   10.47   10.55     N/A    -1.0    -1.0      none  
   SN2013bz     0.01915   0.0201818   1.152   0.009   15.445   0.007    -5.1   0.0377   0.0038    -1.31e-05    0.152   0.009    4.9e-05    9.94    9.98   10.04     N/A    -1.0    -1.0      none  
   SN2013cg   0.0079467    0.009009   0.966   0.024   13.847   0.062     4.8   0.0749   0.0075   -8.731e-05    0.087   0.075   0.003844    9.98   10.13   10.27     N/A    -1.0    -1.0      none  
   SN2013ct      0.0038   0.0027369   1.002   0.006   11.843    0.01    22.7   0.0244   0.0024   -1.307e-05    0.064   0.012     0.0001    8.57    8.72    8.89     N/A    -1.0    -1.0      none  
   SN2013dy    0.003889   0.0028843   1.112   0.006   12.748   0.004   -16.4    0.132   0.0132   -1.348e-07    0.205   0.006    1.6e-05    10.0    10.0    10.0   N7250    31.5    0.08         c  
   SN2013fy   0.0308467   0.0301903   1.174   0.011   16.263   0.006    -5.7    0.023   0.0023   -4.089e-06     0.01   0.008    3.6e-05   10.77   10.86   10.96     N/A    -1.0    -1.0      none  
   SN2013fz   0.0205933   0.0205517   1.015   0.004   15.414   0.003    -2.7   0.0119   0.0012    1.507e-06   -0.002   0.004      9e-06   10.61   10.69   10.77     N/A    -1.0    -1.0      none  
   SN2013gv   0.0340967   0.0334585   0.845   0.008    16.76   0.009    -6.3   0.1434   0.0143    3.014e-05   -0.025   0.012    8.1e-05   11.16   11.27   11.56     N/A    -1.0    -1.0      none  
   SN2013gy   0.0140133   0.0135587   0.911   0.003   14.697   0.005   -15.4   0.0485   0.0049    4.435e-06   -0.008   0.006    2.5e-05    8.98     9.0    9.16     N/A    -1.0    -1.0      none  
   SN2013hh     0.01298   0.0141046   1.203   0.028   17.186   0.052     0.9   0.0247   0.0025   -2.767e-05    0.557   0.066   0.002704    9.41    9.59    9.69     N/A    -1.0    -1.0      none  
   SN2013hn     0.01513   0.0160268   0.821   0.026   14.884   0.054     1.4   0.0529   0.0053   -7.997e-05   -0.069   0.067   0.002916   10.84   10.99   11.07     N/A    -1.0    -1.0      none  
    SN2014D   0.0081733   0.0092489   0.958   0.023   17.251   0.056     2.7   0.0257   0.0026   -6.518e-05    0.566   0.069   0.003136    8.15    8.26    8.38     N/A    -1.0    -1.0      none  
    SN2014I   0.0299933   0.0302041   0.916   0.003   16.294   0.005    -7.3   0.0207   0.0021    5.029e-06   -0.022   0.006    2.5e-05   10.76    10.9   11.31     N/A    -1.0    -1.0      none  
    SN2014Z     0.02126   0.0209246    0.98   0.029   15.538   0.048     1.9   0.0246   0.0025   -5.976e-05   -0.019    0.06   0.002304   10.66   10.75   10.81     N/A    -1.0    -1.0      none  
   SN2014ao   0.0140733    0.015028   0.881   0.005   16.914   0.006    -1.7   0.0282   0.0028   -9.665e-07    0.598   0.008    3.6e-05   10.47   10.57   10.74     N/A    -1.0    -1.0      none  
   SN2014at     0.03222    0.031543   0.948   0.004   16.386   0.006    -5.5   0.0164   0.0016    8.579e-06   -0.042   0.008    3.6e-05   11.08   11.25    11.4     N/A    -1.0    -1.0      none  
   SN2014ba   0.0058367   0.0049902   0.338   0.021   16.134   0.071     6.7   0.0102    0.001   -3.153e-05    0.944    0.09   0.005041   10.56   10.64   11.06     N/A    -1.0    -1.0      none  
   SN2014dl   0.0329433   0.0331433   1.227   0.013   16.028   0.005    -7.8   0.0547   0.0055    2.404e-05    0.019   0.007    2.5e-05    9.19    9.48    9.68     N/A    -1.0    -1.0      none  
   SN2014dn   0.0221733   0.0221408   0.465   0.005    17.66   0.008    -0.1   0.0161   0.0016   -1.148e-06    0.653    0.01    6.4e-05   10.58   10.65   10.72     N/A    -1.0    -1.0      none  
   SN2014eg     0.01862    0.018331   1.183    0.01   15.511   0.007    -5.9   0.0257   0.0026   -3.202e-06    0.247   0.009    4.9e-05   11.47   11.62   11.73     N/A    -1.0    -1.0      none  
    SN2015F   0.0048867   0.0052804   0.885   0.003   12.751   0.006   -14.6   0.1749   0.0175    8.605e-06     0.05   0.008    3.6e-05    10.0    10.0    10.0   N2442   31.51    0.05         c  
  SNhunt281   0.0040667    0.004706   0.692   0.003   13.694   0.005   -12.0   0.0454   0.0045    3.535e-06     0.04   0.007    2.5e-05    9.66    9.75    9.85     N/A    -1.0    -1.0      none  
